100,يخادعون,2,1,0
101,الله,2155,6,1
102,والذين,164,34,0
103,امنوا,263,0,0
104,وما,646,0,0
105,يخدعون,1,0,0
106,الا,763,4,3
107,انفسهم,72,4,2
108,وما,646,5,0
109,يشعرون,21,0,0
110,في,1185,23,9
111,قلوبهم,65,10,0
112,مرض,12,0,0
113,فزادهم,2,0,0
114,الله,2155,0,0
115,مرضا,1,0,0
116,ولهم,43,22,11
117,عذاب,150,36,0
118,اليم,60,2,2
119,بما,296,41,0
120,كانوا,229,1,0
121,يكذبون,6,0,0
122,واذا,134,15,12
123,قيل,34,19,1
124,لهم,373,3,0
125,لا,812,0,0
126,تفسدوا,4,3,3
127,في,1185,175,1
128,الارض,287,1,0
129,قالوا,250,4,0
130,انما,132,2,0
131,نحن,65,0,0
132,مصلحون,2,0,0
133,الا,763,7,2
134,انهم,104,3,0
135,هم,261,0,0
136,المفسدون,1,0,0
137,ولكن,112,7,0
138,لا,812,14,0
139,يشعرون,21,1,0
140,واذا,134,15,12
141,قيل,34,19,1
142,لهم,373,1,0
143,امنوا,263,0,0
144,كما,59,1,0
145,امن,39,0,0
146,الناس,182,0,0
147,قالوا,250,1,0
148,انؤمن,3,0,0
149,كما,59,1,0
150,امن,39,0,0
151,السفهاء,5,0,0
152,الا,763,7,2
153,انهم,104,3,0
154,هم,261,0,0
155,السفهاء,5,0,0
156,ولكن,112,7,0
157,لا,812,42,0
158,يعلمون,82,2,1
159,واذا,134,1,1
160,لقوا,2,1,1
161,الذين,810,183,1
162,امنوا,263,1,1
163,قالوا,250,10,2
164,امنا,38,2,1
165,واذا,134,1,0
166,خلوا,7,0,0
167,الى,405,0,0
168,شياطينهم,1,0,0
169,قالوا,250,14,0
170,انا,222,2,0
171,معكم,26,0,0
172,انما,132,2,0
173,نحن,65,0,0
174,مستهزئون,1,0,0
175,الله,2155,0,0
176,يستهزئ,1,0,0
177,بهم,41,0,0
178,ويمدهم,1,0,0
179,في,1185,4,4
180,طغيانهم,5,4,0
181,يعمهون,7,1,1
182,اولئك,133,25,2
183,الذين,810,3,1
184,اشتروا,6,1,1
185,الضلالة,6,1,0
186,بالهدى,7,0,0
187,فما,86,0,0
188,ربحت,1,0,0
189,تجارتهم,1,0,0
190,وما,646,15,2
191,كانوا,229,2,0
192,مهتدين,3,0,0
193,مثلهم,5,0,0
194,كمثل,13,1,0
195,الذي,268,0,0
196,استوقد,1,0,0
197,نارا,19,0,0
198,فلما,101,0,0
199,اضاءت,1,0,0
200,ما,1010,0,0
201,حوله,5,0,0
202,ذهب,11,0,0
203,الله,2155,0,0
204,بنورهم,1,0,0
205,وتركهم,1,0,0
206,في,1185,4,0
207,ظلمات,8,0,0
208,لا,812,4,0
209,يبصرون,11,0,0
210,صم,3,1,1
211,بكم,37,1,1
212,عمي,3,1,1
213,فهم,41,14,0
214,لا,812,3,0
215,يرجعون,22,0,0
216,او,280,0,0
217,كصيب,1,0,0
218,من,2763,50,0
219,السماء,109,0,0
220,فيه,127,0,0
221,ظلمات,8,0,0
222,ورعد,1,0,0
223,وبرق,1,0,0
224,يجعلون,2,0,0
225,اصابعهم,2,1,1
226,في,1185,2,0
227,اذانهم,7,0,0
228,من,2763,0,0
229,الصواعق,2,0,0
230,حذر,2,1,0
231,الموت,35,0,0
232,والله,240,0,0
233,محيط,7,0,0
234,بالكافرين,3,0,0
235,يكاد,6,0,0
236,البرق,3,0,0
237,يخطف,1,0,0
238,ابصارهم,9,0,0
239,كلما,12,0,0
240,اضاء,1,0,0
241,لهم,373,0,0
242,مشوا,1,0,0
243,فيه,127,0,0
244,واذا,134,0,0
245,اظلم,17,0,0
246,عليهم,214,0,0
247,قاموا,4,0,0
248,ولو,111,16,11
249,شاء,56,27,0
250,الله,2155,0,0
251,لذهب,2,0,0
252,بسمعهم,1,0,0
253,وابصارهم,4,0,0
254,ان,1605,256,11
255,الله,2155,45,17
256,على,670,55,51
257,كل,245,86,32
258,شيء,190,32,2
259,قدير,37,2,2
260,يا,350,141,19
261,ايها,150,20,0
262,الناس,182,0,0
263,اعبدوا,17,0,0
264,ربكم,102,2,1
265,الذي,268,8,0
266,خلقكم,18,0,0
267,والذين,164,6,0
268,من,2763,17,1
269,قبلكم,18,1,1
270,لعلكم,59,5,0
271,تتقون,19,0,0
272,الذي,268,14,10
273,جعل,45,16,5
274,لكم,337,5,0
275,الارض,287,0,0
276,فراشا,1,0,0
277,والسماء,9,1,0
278,بناء,3,0,0
279,وانزل,12,2,2
280,من,2763,50,19
281,السماء,109,19,1
282,ماء,35,1,1
283,فاخرج,7,1,1
284,به,327,26,1
285,من,2763,4,1
286,الثمرات,11,1,1
287,رزقا,15,1,0
288,لكم,337,0,0
289,فلا,156,0,0
290,تجعلوا,5,1,0
291,لله,116,2,0
292,اندادا,6,0,0
293,وانتم,45,4,0
294,تعلمون,56,0,0
295,وان,323,5,0
296,كنتم,188,5,1
297,في,1185,1,0
298,ريب,17,0,0
299,مما,111,0,0
300,نزلنا,6,0,0
301,على,670,1,0
302,عبدنا,6,0,0
303,فاتوا,11,1,0
304,بسورة,2,0,0
305,من,2763,1,0
306,مثله,11,1,0
307,وادعوا,4,0,0
308,شهداءكم,2,0,0
309,من,2763,82,70
310,دون,91,71,3
311,الله,2155,70,6
312,ان,1605,80,27
313,كنتم,188,27,2
314,صادقين,31,2,1
315,فان,171,11,1
316,لم,178,2,0
317,تفعلوا,9,0,0
318,ولن,22,0,0
319,تفعلوا,9,0,0
320,فاتقوا,17,0,0
321,النار,102,4,0
322,التي,57,0,0
323,وقودها,2,1,1
324,الناس,182,1,0
325,والحجارة,2,0,0
326,اعدت,4,1,0
327,للكافرين,23,0,0
328,وبشر,11,2,1
329,الذين,810,183,35
330,امنوا,263,49,49
331,وعملوا,53,52,0
332,الصالحات,61,2,2
333,ان,1605,8,0
334,لهم,373,8,5
335,جنات,62,26,25
336,تجري,48,38,33
337,من,2763,34,33
338,تحتها,36,34,0
339,الانهار,43,0,0
340,كلما,12,0,0
341,رزقوا,1,0,0
342,منها,86,1,0
343,من,2763,0,0
344,ثمرة,1,0,0
345,رزقا,15,0,0
346,قالوا,250,5,0
347,هذا,190,7,0
348,الذي,268,0,0
349,رزقنا,1,0,0
350,من,2763,91,0
351,قبل,118,0,0
352,واتوا,17,0,0
353,به,327,0,0
354,متشابها,3,0,0
355,ولهم,43,2,0
356,فيها,241,1,1
357,ازواج,7,1,0
358,مطهرة,5,0,0
359,وهم,137,4,0
360,فيها,241,18,1
361,خالدون,24,1,0
362,ان,1605,256,29
363,الله,2155,62,0
364,لا,812,1,0
365,يستحيي,2,0,0
366,ان,1605,0,0
367,يضرب,4,0,0
368,مثلا,20,0,0
369,ما,1010,0,0
370,بعوضة,1,0,0
371,فما,86,0,0
372,فوقها,3,0,0
373,فاما,29,9,5
374,الذين,810,183,0
375,امنوا,263,0,0
376,فيعلمون,1,0,0
377,انه,170,5,4
378,الحق,109,16,3
379,من,2763,15,0
380,ربهم,111,0,0
381,واما,41,8,2
382,الذين,810,133,0
383,كفروا,189,0,0
384,فيقولون,1,0,0
385,ماذا,22,1,1
386,اراد,18,3,1
387,الله,2155,2,1
388,بهذا,14,1,0
389,مثلا,20,0,0
390,يضل,17,2,0
391,به,327,1,0
392,كثيرا,46,0,0
393,ويهدي,9,0,0
394,به,327,1,0
395,كثيرا,46,1,0
396,وما,646,0,0
397,يضل,17,2,0
398,به,327,3,0
399,الا,763,0,0
400,الفاسقين,11,0,0
401,الذين,810,0,0
402,ينقضون,4,1,1
403,عهد,8,2,1
404,الله,2155,70,6
405,من,2763,83,1
406,بعد,146,1,1
407,ميثاقه,2,1,1
408,ويقطعون,2,1,1
409,ما,1010,2,2
410,امر,41,14,2
411,الله,2155,11,2
412,به,327,8,2
413,ان,1605,2,1
414,يوصل,3,1,1
415,ويفسدون,2,1,1
416,في,1185,175,1
417,الارض,287,1,0
418,اولئك,133,19,3
419,هم,261,9,0
420,الخاسرون,11,0,0
421,كيف,62,0,0
422,تكفرون,12,0,0
423,بالله,139,0,0
424,وكنتم,8,0,0
425,امواتا,2,0,0
426,فاحياكم,1,0,0
427,ثم,340,3,3
428,يميتكم,4,3,2
429,ثم,340,2,0
430,يحييكم,5,1,0
431,ثم,340,4,2
432,اليه,76,3,0
433,ترجعون,19,0,0
434,هو,265,27,1
435,الذي,268,20,0
436,خلق,83,2,0
437,لكم,337,6,3
438,ما,1010,68,6
439,في,1185,175,8
440,الارض,287,8,1
441,جميعا,49,5,0
442,ثم,340,7,1
443,استوى,9,1,1
444,الى,405,3,0
445,السماء,109,0,0
446,فسواهن,1,0,0
447,سبع,14,4,0
448,سماوات,5,0,0
449,وهو,171,3,2
450,بكل,34,24,15
451,شيء,190,15,0
452,عليم,106,0,0
453,واذ,72,15,1
454,قال,416,5,2
455,ربك,220,2,2
456,للملائكة,9,2,0
457,اني,146,0,0
458,جاعل,2,0,0
459,في,1185,175,0
460,الارض,287,0,0
461,خليفة,2,0,0
462,قالوا,250,0,0
463,اتجعل,1,0,0
464,فيها,241,17,0
465,من,2763,0,0
466,يفسد,1,0,0
467,فيها,241,0,0
468,ويسفك,1,0,0
469,الدماء,1,0,0
470,ونحن,15,0,0
471,نسبح,1,0,0
472,بحمدك,1,0,0
473,ونقدس,1,0,0
474,لك,71,1,0
475,قال,416,9,0
476,اني,146,2,0
477,اعلم,55,1,0
478,ما,1010,28,10
479,لا,812,20,0
480,تعلمون,56,0,0
481,وعلم,2,0,0
482,ادم,20,0,0
483,الاسماء,5,0,0
484,كلها,5,0,0
485,ثم,340,0,0
486,عرضهم,1,0,0
487,على,670,0,0
488,الملائكة,38,0,0
489,فقال,27,0,0
490,انبئوني,1,0,0
491,باسماء,1,0,0
492,هؤُلاء,41,0,0
493,ان,1605,80,27
494,كنتم,188,27,0
495,صادقين,31,0,0
496,قالوا,250,2,0
497,سبحانك,9,0,0
498,لا,812,1,1
499,علم,60,1,0
500,لنا,83,2,0
501,الا,763,34,0
502,ما,1010,0,0
503,علمتنا,1,0,0
504,انك,53,12,0
505,انت,55,0,0
506,العليم,32,3,0
507,الحكيم,42,1,0
508,قال,416,37,1
509,يا,350,3,0
510,ادم,20,0,0
511,انبئْهم,1,0,0
512,باسمائهم,2,0,0
513,فلما,101,0,0
514,انباهم,1,0,0
515,باسمائهم,2,0,0
516,قال,416,4,3
517,الم,84,4,2
518,اقل,6,2,1
519,لكم,337,3,1
520,اني,146,2,0
521,اعلم,55,0,0
522,غيب,6,5,5
523,السماوات,182,132,0
524,والارض,157,0,0
525,واعلم,4,0,0
526,ما,1010,2,2
527,تبدون,3,2,0
528,وما,646,2,0
529,كنتم,188,1,0
530,تكتمون,5,0,0
531,واذ,72,5,3
532,قلنا,14,4,4
533,للملائكة,9,4,4
534,اسجدوا,6,4,4
535,لادم,5,4,4
536,فسجدوا,5,4,4
537,الا,763,6,2
538,ابليس,11,2,0
539,ابى,3,0,0
540,واستكبر,3,0,0
541,وكان,84,1,1
542,من,2763,4,0
543,الكافرين,52,0,0
544,وقلنا,6,0,0
545,يا,350,3,0
546,ادم,20,1,1
547,اسكن,2,1,1
548,انت,55,1,1
549,وزوجك,2,1,0
550,الجنة,56,0,0
551,وكلا,10,0,0
552,منها,86,0,0
553,رغدا,3,0,0
554,حيث,29,1,1
555,شئْتما,2,1,1
556,ولا,658,1,1
557,تقربا,2,1,1
558,هذه,46,2,1
559,الشجرة,7,1,1
560,فتكونا,2,1,1
561,من,2763,5,0
562,الظالمين,64,0,0
563,فازلهما,1,0,0
564,الشيطان,63,0,0
565,عنها,24,0,0
566,فاخرجهما,1,0,0
567,مما,111,0,0
568,كانا,2,0,0
569,فيه,127,0,0
570,وقلنا,6,0,0
571,اهبطوا,4,1,1
572,بعضكم,20,5,2
573,لبعض,9,3,1
574,عدو,23,1,1
575,ولكم,19,2,1
576,في,1185,175,1
577,الارض,287,1,1
578,مستقر,5,1,1
579,ومتاع,3,2,2
580,الى,405,6,0
581,حين,29,0,0
582,فتلقى,2,0,0
583,ادم,20,2,0
584,من,2763,13,0
585,ربه,73,0,0
586,كلمات,3,0,0
587,فتاب,5,1,0
588,عليه,146,1,0
589,انه,170,18,1
590,هو,265,3,3
591,التواب,6,5,0
592,الرحيم,34,0,0
593,قلنا,14,0,0
594,اهبطوا,4,0,0
595,منها,86,1,0
596,جميعا,49,1,0
597,فاما,29,1,1
598,ياتينكم,3,1,1
599,مني,11,1,1
600,هدى,38,1,0
601,فمن,90,0,0
602,تبع,4,0,0
603,هداي,2,1,0
604,فلا,156,4,4
605,خوف,16,11,11
606,عليهم,214,14,11
607,ولا,658,31,12
608,هم,261,12,2
609,يحزنون,13,2,0
610,والذين,164,19,5
611,كفروا,189,7,6
612,وكذبوا,10,7,4
613,باياتنا,57,4,4
614,اولئك,133,15,5
615,اصحاب,62,19,9
616,النار,102,10,9
617,هم,261,15,15
618,فيها,241,18,0
619,خالدون,24,0,0
620,يا,350,19,5
621,بني,51,32,2
622,اسرائيل,42,2,2
623,اذكروا,9,2,2
624,نعمتي,6,2,2
625,التي,57,4,2
626,انعمت,7,2,0
627,عليكم,164,0,0
628,واوفوا,5,0,0
629,بعهدي,1,0,0
630,اوف,1,0,0
631,بعهدكم,1,0,0
632,واياي,3,0,0
633,فارهبون,2,0,0
634,وامنوا,7,1,0
635,بما,296,1,0
636,انزلت,9,0,0
637,مصدقا,11,9,1
638,لما,74,2,0
639,معكم,26,1,0
640,ولا,658,7,0
641,تكونوا,21,0,0
642,اول,20,0,0
643,كافر,3,0,0
644,به,327,3,0
645,ولا,658,2,1
646,تشتروا,3,1,1
647,باياتي,4,1,1
648,ثمنا,10,8,0
649,قليلا,55,0,0
650,واياي,3,0,0
651,فاتقون,4,0,0
652,ولا,658,0,0
653,تلبسوا,1,0,0
654,الحق,109,1,0
655,بالباطل,9,0,0
656,وتكتموا,1,0,0
657,الحق,109,1,1
658,وانتم,45,4,0
659,تعلمون,56,0,0
660,واقيموا,11,7,5
661,الصلاة,58,11,11
662,واتوا,17,11,0
663,الزكاة,26,0,0
664,واركعوا,1,0,0
665,مع,58,1,0
666,الراكعين,2,0,0
667,اتامرون,1,0,0
668,الناس,182,0,0
669,بالبر,2,0,0
670,وتنسون,2,0,0
671,انفسكم,38,0,0
672,وانتم,45,0,0
673,تتلون,1,0,0
674,الكتاب,163,0,0
675,افلا,45,12,0
676,تعقلون,24,0,0
677,واستعينوا,1,0,0
678,بالصبر,4,1,0
679,والصلاة,3,0,0
680,وانها,2,0,0
681,لكبيرة,2,1,1
682,الا,763,16,0
683,على,670,0,0
684,الخاشعين,1,0,0
685,الذين,810,1,1
686,يظنون,5,1,1
687,انهم,104,2,1
688,ملاقو,3,1,0
689,ربهم,111,0,0
690,وانهم,16,0,0
691,اليه,76,1,0
692,راجعون,4,0,0
693,يا,350,19,5
694,بني,51,32,2
695,اسرائيل,42,2,2
696,اذكروا,9,2,2
697,نعمتي,6,2,2
698,التي,57,4,2
699,انعمت,7,2,1
700,عليكم,164,1,1
701,واني,16,1,1
702,فضلتكم,2,1,1
703,على,670,7,1
704,العالمين,61,1,1
705,واتقوا,42,2,1
706,يوما,16,2,1
707,لا,812,1,1
708,تجزي,2,1,1
709,نفس,47,1,1
710,عن,223,1,1
711,نفس,47,3,2
712,شيئًا,77,13,1
713,ولا,658,1,1
714,يقبل,6,1,0
715,منها,86,0,0
716,شفاعة,6,1,0
717,ولا,658,0,0
718,يؤخذ,4,1,0
719,منها,86,1,1
720,عدل,7,1,0
721,ولا,658,31,5
722,هم,261,5,1
723,ينصرون,13,1,0
724,واذ,72,0,0
725,نجيناكم,1,0,0
726,من,2763,4,3
727,ال,23,12,2
728,فرعون,67,2,2
729,يسومونكم,3,2,2
730,سوء,30,8,0
731,العذاب,85,0,0
732,يذبحون,1,0,0
733,ابناءكم,4,2,2
734,ويستحيون,3,2,2
735,نساءكم,3,2,2
736,وفي,33,2,2
737,ذلكم,44,2,2
738,بلاء,5,2,2
739,من,2763,30,2
740,ربكم,102,2,1
741,عظيم,49,1,0
742,واذ,72,0,0
743,فرقنا,1,0,0
744,بكم,37,0,0
745,البحر,23,0,0
746,فانجيناكم,1,0,0
747,واغرقنا,4,1,1
748,ال,23,12,0
749,فرعون,67,0,0
750,وانتم,45,2,0
751,تنظرون,7,0,0
752,واذ,72,0,0
753,واعدنا,1,0,0
754,موسى,129,0,0
755,اربعين,4,1,0
756,ليلة,8,0,0
757,ثم,340,1,1
758,اتخذتم,5,1,1
759,العجل,6,2,1
760,من,2763,18,1
761,بعده,21,1,1
762,وانتم,45,1,0
763,ظالمون,7,0,0
764,ثم,340,0,0
765,عفونا,1,0,0
766,عنكم,24,2,0
767,من,2763,83,11
768,بعد,146,22,0
769,ذلك,280,0,0
770,لعلكم,59,7,0
771,تشكرون,19,0,0
772,واذ,72,0,0
773,اتينا,21,11,8
774,موسى,129,9,0
775,الكتاب,163,0,0
776,والفرقان,2,0,0
777,لعلكم,59,4,0
778,تهتدون,6,0,0
779,واذ,72,15,5
780,قال,416,9,5
781,موسى,129,6,2
782,لقومه,13,3,3
783,يا,350,37,0
784,قوم,126,0,0
785,انكم,45,0,0
786,ظلمتم,2,0,0
787,انفسكم,38,0,0
788,باتخاذكم,1,0,0
789,العجل,6,0,0
790,فتوبوا,1,0,0
791,الى,405,0,0
792,بارئكم,2,0,0
793,فاقتلوا,2,0,0
794,انفسكم,38,0,0
795,ذلكم,44,6,6
796,خير,116,18,0
797,لكم,337,0,0
798,عند,119,0,0
799,بارئكم,2,0,0
800,فتاب,5,2,0
801,عليكم,164,0,0
802,انه,170,18,1
803,هو,265,3,3
804,التواب,6,5,0
805,الرحيم,34,1,0
806,واذ,72,1,1
807,قلتم,9,1,1
808,يا,350,23,1
809,موسى,129,1,0
810,لن,59,4,1
811,نؤمن,10,1,1
812,لك,71,1,0
813,حتى,142,0,0
814,نرى,6,0,0
815,الله,2155,1,0
816,جهرة,3,0,0
817,فاخذتكم,1,0,0
818,الصاعقة,3,0,0
819,وانتم,45,2,0
820,تنظرون,7,0,0
821,ثم,340,0,0
822,بعثناكم,1,0,0
823,من,2763,83,0
824,بعد,146,0,0
825,موتكم,1,0,0
826,لعلكم,59,7,0
827,تشكرون,19,0,0
828,وظللنا,2,0,0
829,عليكم,164,0,0
830,الغمام,3,1,0
831,وانزلنا,12,0,0
832,عليكم,164,1,1
833,المن,3,2,2
834,والسلوى,3,2,2
835,كلوا,15,6,3
836,من,2763,4,4
837,طيبات,7,5,3
838,ما,1010,5,1
839,رزقناكم,7,1,1
840,وما,646,1,1
841,ظلمونا,2,1,1
842,ولكن,112,7,6
843,كانوا,229,6,6
844,انفسهم,72,8,1
845,يظلمون,28,1,0
846,واذ,72,5,0
847,قلنا,14,0,0
848,ادخلوا,14,0,0
849,هذه,46,4,0
850,القرية,10,0,0
851,فكلوا,7,2,0
852,منها,86,2,1
853,حيث,29,1,0
854,شئْتم,5,0,0
855,رغدا,3,0,0
856,وادخلوا,3,1,1
857,الباب,6,2,0
858,سجدا,11,0,0
859,وقولوا,8,1,0
860,حطة,2,0,0
861,نغفر,2,1,0
862,لكم,337,0,0
863,خطاياكم,2,0,0
864,وسنزيد,1,0,0
865,المحسنين,30,1,1
866,فبدل,2,1,1
867,الذين,810,23,0
868,ظلموا,42,0,0
869,قولا,19,1,1
870,غير,69,4,1
871,الذي,268,1,1
872,قيل,34,19,0
873,لهم,373,0,0
874,فانزلنا,3,0,0
875,على,670,20,0
876,الذين,810,23,0
877,ظلموا,42,0,0
878,رجزا,3,2,2
879,من,2763,50,2
880,السماء,109,2,2
881,بما,296,41,4
882,كانوا,229,4,1
883,يفسقون,5,1,0
884,واذ,72,0,0
885,استسقى,1,0,0
886,موسى,129,6,0
887,لقومه,13,0,0
888,فقلنا,6,0,0
889,اضرب,3,2,1
890,بعصاك,3,1,0
891,الحجر,3,0,0
892,فانفجرت,1,0,0
893,منه,88,1,1
894,اثنتا,2,1,1
895,عشرة,5,1,1
896,عينا,6,1,1
897,قد,126,2,1
898,علم,60,1,1
899,كل,245,2,1
900,اناس,5,1,0
901,مشربهم,2,0,0
902,كلوا,15,3,0
903,واشربوا,7,0,0
904,من,2763,4,0
905,رزق,6,0,0
906,الله,2155,24,1
907,ولا,658,4,4
908,تعثوا,5,4,4
909,في,1185,175,4
910,الارض,287,4,0
911,مفسدين,5,0,0
912,واذ,72,1,1
913,قلتم,9,1,1
914,يا,350,23,1
915,موسى,129,1,0
916,لن,59,0,0
917,نصبر,1,0,0
918,على,670,3,0
919,طعام,11,0,0
920,واحد,18,0,0
921,فادع,2,0,0
922,لنا,83,5,0
923,ربك,220,0,0
924,يخرج,17,0,0
925,لنا,83,0,0
926,مما,111,1,1
927,تنبت,3,1,0
928,الارض,287,9,0
929,من,2763,0,0
930,بقلها,1,0,0
931,وقثائها,1,0,0
932,وفومها,1,0,0
933,وعدسها,1,0,0
934,وبصلها,1,0,0
935,قال,416,0,0
936,اتستبدلون,1,0,0
937,الذي,268,2,0
938,هو,265,0,0
939,ادنى,9,0,0
940,بالذي,11,1,0
941,هو,265,4,0
942,خير,116,0,0
943,اهبطوا,4,0,0
944,مصرا,1,0,0
945,فان,171,0,0
946,لكم,337,6,0
947,ما,1010,0,0
948,سالتم,1,0,0
949,وضربت,2,1,0
950,عليهم,214,1,0
951,الذلة,2,0,0
952,والمسكنة,1,0,0
953,وباءوا,2,1,1
954,بغضب,4,2,2
955,من,2763,88,1
956,الله,2155,8,1
957,ذلك,280,19,1
958,بانهم,26,2,1
959,كانوا,229,4,1
960,يكفرون,12,2,2
961,بايات,34,22,2
962,الله,2155,2,1
963,ويقتلون,5,1,1
964,النبيين,9,1,0
965,بغير,41,8,0
966,الحق,109,0,0
967,ذلك,280,5,2
968,بما,296,2,2
969,عصوا,3,2,2
970,وكانوا,35,2,0
971,يعتدون,3,0,0
972,ان,1605,83,15
973,الذين,810,183,4
974,امنوا,263,4,2
975,والذين,164,2,0
976,هادوا,10,0,0
977,والنصارى,5,0,0
978,والصابئين,2,0,0
979,من,2763,10,3
980,امن,39,5,4
981,بالله,139,18,18
982,واليوم,23,21,1
983,الاخر,29,1,1
984,وعمل,11,9,0
985,صالحا,36,0,0
986,فلهم,6,1,1
987,اجرهم,12,4,4
988,عند,119,18,3
989,ربهم,111,3,3
990,ولا,658,4,4
991,خوف,16,11,11
992,عليهم,214,14,11
993,ولا,658,31,12
994,هم,261,12,0
995,يحزنون,13,0,0
996,واذ,72,4,2
997,اخذنا,12,2,1
998,ميثاقكم,4,1,1
999,ورفعنا,5,1,1
1000,فوقكم,6,1,1
1001,الطور,7,1,1
1002,خذوا,5,2,2
1003,ما,1010,2,2
1004,اتيناكم,3,2,1
1005,بقوة,6,1,1
1006,واذكروا,13,1,1
1007,ما,1010,4,1
1008,فيه,127,2,1
1009,لعلكم,59,5,1
1010,تتقون,19,1,0
1011,ثم,340,1,0
1012,توليتم,8,1,0
1013,من,2763,83,11
1014,بعد,146,22,0
1015,ذلك,280,0,0
1016,فلولا,13,0,0
1017,فضل,31,17,5
1018,الله,2155,20,5
1019,عليكم,164,5,0
1020,ورحمته,7,0,0
1021,لكنتم,1,0,0
1022,من,2763,9,0
1023,الخاسرين,13,0,0
1024,ولقد,129,1,0
1025,علمتم,6,0,0
1026,الذين,810,0,0
1027,اعتدوا,1,0,0
1028,منكم,107,0,0
1029,في,1185,2,0
1030,السبت,5,0,0
1031,فقلنا,6,0,0
1032,لهم,373,1,1
1033,كونوا,9,1,1
1034,قردة,2,1,0
1035,خاسئين,2,0,0
1036,فجعلناها,2,0,0
1037,نكالا,2,0,0
1038,لما,74,9,0
1039,بين,80,0,0
1040,يديها,1,0,0
1041,وما,646,0,0
1042,خلفها,1,0,0
1043,وموعظة,5,3,0
1044,للمتقين,18,0,0
1045,واذ,72,15,5
1046,قال,416,9,5
1047,موسى,129,6,0
1048,لقومه,13,0,0
1049,ان,1605,256,1
1050,الله,2155,1,1
1051,يامركم,5,2,0
1052,ان,1605,0,0
1053,تذبحوا,1,0,0
1054,بقرة,4,0,0
1055,قالوا,250,0,0
1056,اتتخذنا,1,0,0
1057,هزوا,11,0,0
1058,قال,416,0,0
1059,اعوذ,6,0,0
1060,بالله,139,4,0
1061,ان,1605,5,3
1062,اكون,9,3,0
1063,من,2763,3,0
1064,الجاهلين,6,0,0
1065,قالوا,250,2,2
1066,ادع,6,4,4
1067,لنا,83,5,2
1068,ربك,220,2,2
1069,يبين,17,2,2
1070,لنا,83,2,1
1071,ما,1010,2,0
1072,هي,47,0,0
1073,قال,416,4,2
1074,انه,170,2,2
1075,يقول,39,2,2
1076,انها,19,2,1
1077,بقرة,4,1,0
1078,لا,812,0,0
1079,فارض,1,0,0
1080,ولا,658,0,0
1081,بكر,1,0,0
1082,عوان,1,0,0
1083,بين,80,6,0
1084,ذلك,280,0,0
1085,فافعلوا,1,0,0
1086,ما,1010,0,0
1087,تؤمرون,2,0,0
1088,قالوا,250,2,2
1089,ادع,6,4,4
1090,لنا,83,5,2
1091,ربك,220,2,2
1092,يبين,17,2,2
1093,لنا,83,2,0
1094,ما,1010,0,0
1095,لونها,2,0,0
1096,قال,416,4,2
1097,انه,170,2,2
1098,يقول,39,2,2
